Identifier,TypeID,Type,Package,Class,Member,Feature,Is_fprivate?,Is_inferred?,Parent_features,Is_terminal?,Is_hook?,Inferences,User_comment,Member_modifier,Method_Signature
guidsl.PrintXML.action(prim n),4,Method,guidsl,PrintXML,action(prim n),TOOL,TRUE,TRUE,,TRUE,FALSE,guidsl.PrintXML.action(prim n); BttF says since it calls fprivate guidsl.PrintXML.out(String s) THEN it also belongs to TOOL   ,set by GuiDSLSol,public,action(prim)
guidsl.PrintXML.action(prod n),4,Method,guidsl,PrintXML,action(prod n),TOOL,TRUE,TRUE,,TRUE,FALSE,guidsl.PrintXML.action(prod n); BttF says since it calls fprivate guidsl.PrintXML.s THEN it also belongs to TOOL   ,set by GuiDSLSol,public,action(prod)
guidsl.PrintXML.action(star n),4,Method,guidsl,PrintXML,action(star n),TOOL,TRUE,TRUE,,TRUE,FALSE,guidsl.PrintXML.action(star n); BttF says since it calls fprivate guidsl.PrintXML.s THEN it also belongs to TOOL   ,set by GuiDSLSol,public,action(star)
guidsl.PrintXML.action(term n),4,Method,guidsl,PrintXML,action(term n),TOOL,TRUE,TRUE,,TRUE,FALSE,guidsl.PrintXML.action(term n); BttF says it's a child of guidsl.PrintXML THEN it also is fprivate of TOOL   ,set by GuiDSLSol,public,action(term)
guidsl.PrintXML.action(variable n),4,Method,guidsl,PrintXML,action(variable n),TOOL,TRUE,TRUE,,TRUE,FALSE,guidsl.PrintXML.action(variable n); BttF says it's a child of guidsl.PrintXML THEN it also is fprivate of TOOL   ,set by GuiDSLSol,public,action(variable)
guidsl.Paren.visit(Visitor v),4,Method,guidsl,Paren,visit(Visitor v),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,visit(Visitor)
guidsl.Paren.ARG_LENGTH,3,Field,guidsl,Paren,ARG_LENGTH,BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,
guidsl.Paren.TOK_LENGTH,3,Field,guidsl,Paren,TOK_LENGTH,BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,
guidsl.Paren.getExpr(),4,Method,guidsl,Paren,getExpr(),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,getExpr()
guidsl.Paren.printorder(),4,Method,guidsl,Paren,printorder(),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,printorder()
guidsl.Paren.setParms(AstToken tok0; Expr arg0; AstToken tok1),4,Method,guidsl,Paren,setParms(AstToken tok0; Expr arg0; AstToken tok1),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,setParms(AstToken; Expr; AstToken)
guidsl.Paren.eharvest(),4,Method,guidsl,Paren,eharvest(),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,eharvest()
guidsl.SemanticException.SemanticException(),5,Constructor,guidsl,SemanticException,SemanticException(),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,SemanticException()
guidsl.SemanticException.SemanticException(String message),5,Constructor,guidsl,SemanticException,SemanticException(String message),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,SemanticException(String)
guidsl.SemanticException.SemanticException(String message; Throwable cause),5,Constructor,guidsl,SemanticException,SemanticException(String message; Throwable cause),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,SemanticException(String; Throwable)
guidsl.SemanticException.SemanticException(Throwable cause),5,Constructor,guidsl,SemanticException,SemanticException(Throwable cause),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,SemanticException(Throwable)
guidsl.GProduction.visit(Visitor v),4,Method,guidsl,GProduction,visit(Visitor v),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,visit(Visitor)
guidsl.GProduction.ARG_LENGTH,3,Field,guidsl,GProduction,ARG_LENGTH,BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,
guidsl.GProduction.TOK_LENGTH,3,Field,guidsl,GProduction,TOK_LENGTH,BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,
guidsl.GProduction.getIDENTIFIER(),4,Method,guidsl,GProduction,getIDENTIFIER(),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,getIDENTIFIER()
guidsl.GProduction.getPats(),4,Method,guidsl,GProduction,getPats(),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,getPats()
guidsl.GProduction.printorder(),4,Method,guidsl,GProduction,printorder(),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,printorder()
guidsl.GProduction.setParms(AstToken tok0; AstToken tok1; Pats arg0; AstToken tok2),4,Method,guidsl,GProduction,setParms(AstToken tok0; AstToken tok1; Pats arg0; AstToken tok2),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,setParms(AstToken; AstToken; Pats; AstToken)
guidsl.VarDef,2,Class,guidsl,VarDef,,BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,
guidsl.VarDef.eharvest(),4,Method,guidsl,VarDef,eharvest(),BASE,FALSE,TRUE,,TRUE,FALSE,guidsl.VarDef.eharvest(); BttF says since it calls fprivate guidsl.variable.define(String name; int type; gObj g; boolean redefinable) THEN it also belongs to TOOL   guidsl.VarDef.eharvest(); BttF says it's a hook because calls element(s) classified in future features   guidsl.VarDef.eharvest(); BttF says it's no longer a hook; called element(s) got reclassified   ,set by GuiDSLSol,public,eharvest()
guidsl.VarDef.ARG_LENGTH,3,Field,guidsl,VarDef,ARG_LENGTH,BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,
guidsl.VarDef.TOK_LENGTH,3,Field,guidsl,VarDef,TOK_LENGTH,BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,
guidsl.VarDef.getExpr(),4,Method,guidsl,VarDef,getExpr(),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,getExpr()
guidsl.VarDef.getIDENTIFIER(),4,Method,guidsl,VarDef,getIDENTIFIER(),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,getIDENTIFIER()
guidsl.VarDef.printorder(),4,Method,guidsl,VarDef,printorder(),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,printorder()
guidsl.VarDef.setParms(AstToken tok0; AstToken tok1; AstToken tok2; Expr arg0; AstToken tok3),4,Method,guidsl,VarDef,setParms(AstToken tok0; AstToken tok1; AstToken tok2; Expr arg0; AstToken tok3),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,setParms(AstToken; AstToken; AstToken; Expr; AstToken)
guidsl.Formulas.ALLOW_COLUMN_SELECTION,3,Field,guidsl,Formulas,ALLOW_COLUMN_SELECTION,BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,private,
guidsl.Formulas.ALLOW_ROW_SELECTION,3,Field,guidsl,Formulas,ALLOW_ROW_SELECTION,BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,private,
guidsl.Formulas.columnName,3,Field,guidsl,Formulas,columnName,BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,package-private,
guidsl.Formulas.data,3,Field,guidsl,Formulas,data,BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,package-private,
guidsl.Formulas.contentPane,3,Field,guidsl,Formulas,contentPane,BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,package-private,
guidsl.Formulas.frame,3,Field,guidsl,Formulas,frame,BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,package-private,
guidsl.Formulas.Formulas(),5,Constructor,guidsl,Formulas,Formulas(),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,Formulas()
guidsl.onlyone.cnf(),4,Method,guidsl,onlyone,cnf(),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,cnf()
guidsl.onlyone.cnf2String(),4,Method,guidsl,onlyone,cnf2String(),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,cnf2String()
guidsl.onlyone.klone(),4,Method,guidsl,onlyone,klone(),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,klone()
guidsl.onlyone.simplify(),4,Method,guidsl,onlyone,simplify(),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,simplify()
guidsl.onlyone.toString(),4,Method,guidsl,onlyone,toString(),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,toString()
guidsl.onlyone.toXMLString(),4,Method,guidsl,onlyone,toXMLString(),TOOL,TRUE,TRUE,,TRUE,FALSE,guidsl.onlyone.toXMLString(); BttF says since it calls fprivate guidsl.node.toXMLString() THEN it also belongs to TOOL   ,set by GuiDSLSol,public,toXMLString()
guidsl.onlyone.onlyone(node l; node r),5,Constructor,guidsl,onlyone,onlyone(node l; node r),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,onlyone(node; node)
guidsl.onlyone.children(),4,Method,guidsl,onlyone,children(),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,children()
guidsl.onlyone.elem(Object[] o; int i),4,Method,guidsl,onlyone,elem(Object[] o; int i),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,private,elem(Object[]; int)
guidsl.onlyone.makeAnd(Object[] o; int i; int j),4,Method,guidsl,onlyone,makeAnd(Object[] o; int i; int j),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,private,makeAnd(Object[]; int; int)
guidsl.onlyone.makeOr(Object[] o),4,Method,guidsl,onlyone,makeOr(Object[] o),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,private,makeOr(Object[])
guidsl.ModelDebuggerGui.ModelDebuggerGui(JFrame owner; boolean modal),5,Constructor,guidsl,ModelDebuggerGui,ModelDebuggerGui(JFrame owner; boolean modal),TOOL,TRUE,TRUE,,TRUE,FALSE,guidsl.ModelDebuggerGui.ModelDebuggerGui(JFrame owner; boolean modal); BttF says since it calls fprivate guidsl.ModelDebuggerGui.itsme THEN it also belongs to TOOL   ,set by GuiDSLSol,public,ModelDebuggerGui(JFrame; boolean)
guidsl.ModelDebuggerGui.ModelDebuggerGui(JFrame owner; String AppTitle; boolean modal),5,Constructor,guidsl,ModelDebuggerGui,ModelDebuggerGui(JFrame owner; String AppTitle; boolean modal),TOOL,TRUE,TRUE,,TRUE,FALSE,guidsl.ModelDebuggerGui.ModelDebuggerGui(JFrame owner; String AppTitle; boolean modal); BttF says since it calls fprivate guidsl.ModelDebuggerGui.itsme THEN it also belongs to TOOL   ,set by GuiDSLSol,public,ModelDebuggerGui(JFrame; String; boolean)
guidsl.ModelDebuggerGui.applicationExit(),4,Method,guidsl,ModelDebuggerGui,applicationExit(),TOOL,TRUE,TRUE,,TRUE,FALSE,guidsl.ModelDebuggerGui.applicationExit(); BttF says it's a child of guidsl.ModelDebuggerGui THEN it also is fprivate of TOOL   ,set by GuiDSLSol,public,applicationExit()
guidsl.ModelDebuggerGui.initAtoms(),4,Method,guidsl,ModelDebuggerGui,initAtoms(),TOOL,TRUE,TRUE,,TRUE,FALSE,guidsl.ModelDebuggerGui.initAtoms(); BttF says since it calls fprivate guidsl.ModelDebuggerGui.Open THEN it also belongs to TOOL   ,set by GuiDSLSol,public,initAtoms()
guidsl.ModelDebuggerGui.initConstants(),4,Method,guidsl,ModelDebuggerGui,initConstants(),TOOL,TRUE,TRUE,,TRUE,FALSE,guidsl.ModelDebuggerGui.initConstants(); BttF says it's a child of guidsl.ModelDebuggerGui THEN it also is fprivate of TOOL   ,set by GuiDSLSol,public,initConstants()
guidsl.ModelDebuggerGui.initContentPane(),4,Method,guidsl,ModelDebuggerGui,initContentPane(),TOOL,TRUE,TRUE,,TRUE,FALSE,guidsl.ModelDebuggerGui.initContentPane(); BttF says since it calls fprivate guidsl.ModelDebuggerGui.jsp THEN it also belongs to TOOL   ,set by GuiDSLSol,public,initContentPane()
guidsl.ModelDebuggerGui.initLayout(),4,Method,guidsl,ModelDebuggerGui,initLayout(),TOOL,TRUE,TRUE,,TRUE,FALSE,guidsl.ModelDebuggerGui.initLayout(); BttF says since it calls fprivate guidsl.ModelDebuggerGui.Open THEN it also belongs to TOOL   ,set by GuiDSLSol,public,initLayout()
guidsl.ModelDebuggerGui.initListeners(),4,Method,guidsl,ModelDebuggerGui,initListeners(),TOOL,TRUE,TRUE,,TRUE,FALSE,guidsl.ModelDebuggerGui.initListeners(); BttF says since it calls fprivate guidsl.ModelDebuggerGui.owner THEN it also belongs to TOOL   ,set by GuiDSLSol,public,initListeners()
guidsl.ModelDebuggerGui.owner,3,Field,guidsl,ModelDebuggerGui,owner,TOOL,TRUE,TRUE,,TRUE,FALSE,guidsl.ModelDebuggerGui.owner; BttF says it's a child of guidsl.ModelDebuggerGui THEN it also is fprivate of TOOL   ,set by GuiDSLSol,package-private,
guidsl.ModelDebuggerGui.Open,3,Field,guidsl,ModelDebuggerGui,Open,TOOL,TRUE,TRUE,,TRUE,FALSE,guidsl.ModelDebuggerGui.Open; BttF says it's a child of guidsl.ModelDebuggerGui THEN it also is fprivate of TOOL   ,set by GuiDSLSol,package-private,
guidsl.ModelDebuggerGui.Save,3,Field,guidsl,ModelDebuggerGui,Save,TOOL,TRUE,TRUE,,TRUE,FALSE,guidsl.ModelDebuggerGui.Save; BttF says it's a child of guidsl.ModelDebuggerGui THEN it also is fprivate of TOOL   ,set by GuiDSLSol,package-private,
guidsl.ModelDebuggerGui.Clear,3,Field,guidsl,ModelDebuggerGui,Clear,TOOL,TRUE,TRUE,,TRUE,FALSE,guidsl.ModelDebuggerGui.Clear; BttF says it's a child of guidsl.ModelDebuggerGui THEN it also is fprivate of TOOL   ,set by GuiDSLSol,package-private,
guidsl.ModelDebuggerGui.CnfFile,3,Field,guidsl,ModelDebuggerGui,CnfFile,TOOL,TRUE,TRUE,,TRUE,FALSE,guidsl.ModelDebuggerGui.CnfFile; BttF says it's a child of guidsl.ModelDebuggerGui THEN it also is fprivate of TOOL   ,set by GuiDSLSol,package-private,
guidsl.ModelDebuggerGui.Area,3,Field,guidsl,ModelDebuggerGui,Area,TOOL,TRUE,TRUE,,TRUE,FALSE,guidsl.ModelDebuggerGui.Area; BttF says it's a child of guidsl.ModelDebuggerGui THEN it also is fprivate of TOOL   ,set by GuiDSLSol,package-private,
guidsl.ModelDebuggerGui.jsp,3,Field,guidsl,ModelDebuggerGui,jsp,TOOL,TRUE,TRUE,,TRUE,FALSE,guidsl.ModelDebuggerGui.jsp; BttF says it's a child of guidsl.ModelDebuggerGui THEN it also is fprivate of TOOL   ,set by GuiDSLSol,package-private,
guidsl.ModelDebuggerGui.chooser,3,Field,guidsl,ModelDebuggerGui,chooser,TOOL,TRUE,TRUE,,TRUE,FALSE,guidsl.ModelDebuggerGui.chooser; BttF says it's a child of guidsl.ModelDebuggerGui THEN it also is fprivate of TOOL   ,set by GuiDSLSol,package-private,
guidsl.ModelDebuggerGui.Buttons,3,Field,guidsl,ModelDebuggerGui,Buttons,TOOL,TRUE,TRUE,,TRUE,FALSE,guidsl.ModelDebuggerGui.Buttons; BttF says it's a child of guidsl.ModelDebuggerGui THEN it also is fprivate of TOOL   ,set by GuiDSLSol,package-private,
guidsl.cterm.cterm(boolean n),5,Constructor,guidsl,cterm,cterm(boolean n),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,package-private,cterm(boolean)
guidsl.cterm.negate3(int v),4,Method,guidsl,cterm,negate3(int v),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,package-private,negate3(int)
guidsl.Dispatcher.getVisitMethod(Class baseClass),4,Method,guidsl,Dispatcher,getVisitMethod(Class baseClass),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,private,getVisitMethod(Class)
guidsl.Dispatcher.error(Object object; Throwable thrown),4,Method,guidsl,Dispatcher,error(Object object; Throwable thrown),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,error(Object; Throwable)
guidsl.Dispatcher.methodMap,3,Field,guidsl,Dispatcher,methodMap,BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,private,
guidsl.Dispatcher.classArray,3,Field,guidsl,Dispatcher,classArray,BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,private,
guidsl.Tool.model,3,Field,guidsl,Tool,model,TOOL,TRUE,TRUE,,TRUE,FALSE,guidsl.Tool.model; BttF says it's a child of guidsl.Tool THEN it also is fprivate of TOOL   ,set by GuiDSLSol,package-private,
guidsl.Tool.Tool(),5,Constructor,guidsl,Tool,Tool(),TOOL,TRUE,TRUE,,TRUE,FALSE,guidsl.Tool.Tool(); BttF says it's a child of guidsl.Tool THEN it also is fprivate of TOOL   ,set by GuiDSLSol,protected,Tool()
guidsl.Tool.Tool(String modelFileName),5,Constructor,guidsl,Tool,Tool(String modelFileName),TOOL,TRUE,TRUE,,TRUE,FALSE,guidsl.Tool.Tool(String modelFileName); BttF says since it calls fprivate guidsl.Tool.model THEN it also belongs to TOOL   ,set by GuiDSLSol,public,Tool(String)
guidsl.Tool.modelDebug(SATtest t; boolean saveInFile; StringBuffer out),4,Method,guidsl,Tool,modelDebug(SATtest t; boolean saveInFile; StringBuffer out),TOOL,TRUE,TRUE,,TRUE,FALSE,guidsl.Tool.modelDebug(SATtest t; boolean saveInFile; StringBuffer out); BttF says since it calls fprivate guidsl.SATSolver.solve(LineNumberReader in) THEN it also belongs to TOOL   ,set by GuiDSLSol,public,modelDebug(SATtest; boolean; StringBuffer)
guidsl.Token.serialVersionUID,3,Field,guidsl,Token,serialVersionUID,BASE,TRUE,TRUE,,TRUE,FALSE,guidsl.Token.serialVersionUID; BttF says it's a child of guidsl.Token THEN it also is fprivate of BASE   ,this JavaCC file is kernel & fprivate,private,
guidsl.Token.getValue(),4,Method,guidsl,Token,getValue(),BASE,TRUE,TRUE,,TRUE,FALSE,guidsl.Token.getValue(); BttF says it's a child of guidsl.Token THEN it also is fprivate of BASE   ,this JavaCC file is kernel & fprivate,public,getValue()
guidsl.Token.Token(),5,Constructor,guidsl,Token,Token(),BASE,TRUE,TRUE,,TRUE,FALSE,guidsl.Token.Token(); BttF says it's a child of guidsl.Token THEN it also is fprivate of BASE   ,this JavaCC file is kernel & fprivate,public,Token()
guidsl.Token.Token(int kind),5,Constructor,guidsl,Token,Token(int kind),BASE,TRUE,TRUE,,TRUE,FALSE,guidsl.Token.Token(int kind); BttF says it's a child of guidsl.Token THEN it also is fprivate of BASE   ,this JavaCC file is kernel & fprivate,public,Token(int)
guidsl.Token.Token(int kind; String image),5,Constructor,guidsl,Token,Token(int kind; String image),BASE,TRUE,TRUE,,TRUE,FALSE,guidsl.Token.Token(int kind; String image); BttF says since it calls fprivate guidsl.Token.kind THEN it also belongs to BASE   ,this JavaCC file is kernel & fprivate,public,Token(int; String)
guidsl.Token.toString(),4,Method,guidsl,Token,toString(),BASE,TRUE,TRUE,,TRUE,FALSE,guidsl.Token.toString(); BttF says since it calls fprivate guidsl.Token.image THEN it also belongs to BASE   ,this JavaCC file is kernel & fprivate,public,toString()
guidsl.Token.newToken(int ofKind),4,Method,guidsl,Token,newToken(int ofKind),BASE,TRUE,TRUE,,TRUE,FALSE,guidsl.Token.newToken(int ofKind); BttF says since it calls fprivate guidsl.Token.newToken(int ofKind; String image) THEN it also belongs to BASE   ,this JavaCC file is kernel & fprivate,public,newToken(int)
guidsl.ConsStmt.visit(Visitor v),4,Method,guidsl,ConsStmt,visit(Visitor v),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,visit(Visitor)
guidsl.Cons.visit(Visitor v),4,Method,guidsl,Cons,visit(Visitor v),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,visit(Visitor)
guidsl.ConsStmt.ARG_LENGTH,3,Field,guidsl,ConsStmt,ARG_LENGTH,BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,
guidsl.ConsStmt.TOK_LENGTH,3,Field,guidsl,ConsStmt,TOK_LENGTH,BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,
guidsl.ConsStmt.getESList(),4,Method,guidsl,ConsStmt,getESList(),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,getESList()
guidsl.ConsStmt.printorder(),4,Method,guidsl,ConsStmt,printorder(),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,printorder()
guidsl.ConsStmt.setParms(AstToken tok0; ESList arg0),4,Method,guidsl,ConsStmt,setParms(AstToken tok0; ESList arg0),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,setParms(AstToken; ESList)
guidsl.enterGspec.action(AstNode n),4,Method,guidsl,enterGspec,action(AstNode n),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,action(AstNode)
guidsl.enterGspec.action(AstOptNode n),4,Method,guidsl,enterGspec,action(AstOptNode n),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,action(AstOptNode)
guidsl.enterGspec.action(AstList n),4,Method,guidsl,enterGspec,action(AstList n),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,action(AstList)
guidsl.enterGspec.action(AstListNode n),4,Method,guidsl,enterGspec,action(AstListNode n),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,action(AstListNode)
guidsl.enterGspec.action(AExpr n),4,Method,guidsl,enterGspec,action(AExpr n),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,action(AExpr)
guidsl.enterGspec.action(Avar n),4,Method,guidsl,enterGspec,action(Avar n),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,action(Avar)
guidsl.enterGspec.action(AvarList n),4,Method,guidsl,enterGspec,action(AvarList n),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,action(AvarList)
guidsl.enterGspec.action(BExpr n),4,Method,guidsl,enterGspec,action(BExpr n),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,action(BExpr)
guidsl.enterGspec.action(BAnd n),4,Method,guidsl,enterGspec,action(BAnd n),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,action(BAnd)
guidsl.enterGspec.action(BChoose1 n),4,Method,guidsl,enterGspec,action(BChoose1 n),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,action(BChoose1)
guidsl.enterGspec.action(BIff n),4,Method,guidsl,enterGspec,action(BIff n),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,action(BIff)
guidsl.enterGspec.action(BImplies n),4,Method,guidsl,enterGspec,action(BImplies n),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,action(BImplies)
guidsl.enterGspec.action(BNot n),4,Method,guidsl,enterGspec,action(BNot n),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,action(BNot)
guidsl.enterGspec.action(BOr n),4,Method,guidsl,enterGspec,action(BOr n),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,action(BOr)
guidsl.enterGspec.action(Bvar n),4,Method,guidsl,enterGspec,action(Bvar n),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,action(Bvar)
guidsl.enterGspec.action(Cons n),4,Method,guidsl,enterGspec,action(Cons n),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,action(Cons)
guidsl.enterGspec.action(ConsStmt n),4,Method,guidsl,enterGspec,action(ConsStmt n),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,action(ConsStmt)
guidsl.enterGspec.action(EExpr n),4,Method,guidsl,enterGspec,action(EExpr n),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,action(EExpr)
guidsl.enterGspec.action(EStmt n),4,Method,guidsl,enterGspec,action(EStmt n),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,action(EStmt)
guidsl.enterGspec.action(Expr n),4,Method,guidsl,enterGspec,action(Expr n),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,action(Expr)
guidsl.enterGspec.action(ExprList n),4,Method,guidsl,enterGspec,action(ExprList n),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,action(ExprList)
guidsl.enterGspec.action(ExprStmt n),4,Method,guidsl,enterGspec,action(ExprStmt n),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,action(ExprStmt)
guidsl.enterGspec.action(GPattern n),4,Method,guidsl,enterGspec,action(GPattern n),BASE,FALSE,TRUE,,TRUE,FALSE,guidsl.enterGspec.action(GPattern n); BttF says since it calls fprivate guidsl.variable.define(String name; int type; gObj g; boolean redefinable) THEN it also belongs to TOOL   guidsl.enterGspec.action(GPattern n); BttF says it's a hook because calls element(s) classified in future features   guidsl.enterGspec.action(GPattern n); BttF says it's no longer a hook; called element(s) got reclassified   ,set by GuiDSLSol,public,action(GPattern)
guidsl.enterGspec.action(GProd n),4,Method,guidsl,enterGspec,action(GProd n),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,action(GProd)
guidsl.enterGspec.action(GProduction n),4,Method,guidsl,enterGspec,action(GProduction n),BASE,FALSE,TRUE,,TRUE,FALSE,guidsl.enterGspec.action(GProduction n); BttF says since it calls fprivate guidsl.variable.define(String name; int type; gObj g; boolean redefinable) THEN it also belongs to TOOL   guidsl.enterGspec.action(GProduction n); BttF says it's a hook because calls element(s) classified in future features   guidsl.enterGspec.action(GProduction n); BttF says it's no longer a hook; called element(s) got reclassified   ,set by GuiDSLSol,public,action(GProduction)
guidsl.enterGspec.action(GTerm n),4,Method,guidsl,enterGspec,action(GTerm n),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,action(GTerm)
guidsl.enterGspec.action(IExpr n),4,Method,guidsl,enterGspec,action(IExpr n),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,action(IExpr)
guidsl.enterGspec.action(MainModel n),4,Method,guidsl,enterGspec,action(MainModel n),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,action(MainModel)
guidsl.enterGspec.action(Model n),4,Method,guidsl,enterGspec,action(Model n),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,action(Model)
guidsl.enterGspec.action(NExpr n),4,Method,guidsl,enterGspec,action(NExpr n),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,action(NExpr)
guidsl.enterGspec.action(OExpr n),4,Method,guidsl,enterGspec,action(OExpr n),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,action(OExpr)
guidsl.enterGspec.action(Opt n),4,Method,guidsl,enterGspec,action(Opt n),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,action(Opt)
